,id,item_name,supplier,quantity,cost_per_unit,total_cost,expiry_date,location,stock_status,order_date,delivery_date,delivery_status,days_to_expiry,expiry_status
2179,2179,Purpose Medicine,Medicorp,6,327.21,1963.26,31/12/2027,Emergency Storage,Available,29/08/2024,13/09/2024,Delivered,1038,Valid
2180,2180,One Medicine,Medicorp,274,341.23,93497.02,27/09/2025,Clinic Branch,Low Stock,19/10/2024,15/01/2025,Delivered,213,Valid
2181,2181,Leader Personal Protective Equipment,Healthfirst,278,474.29,131852.62,06/04/2024,Clinic Branch,Low Stock,25/04/2023,26/06/2023,Delivered,-326,Expired
2182,2182,Couple Sanitizers,Carewell,51,53.48,2727.48,12/10/2026,Main Hospital,Available,13/02/2025,19/03/2025,Delivered,593,Valid
2183,2183,Little Medicine,Healthfirst,85,33.06,2810.1,11/02/2027,Warehouse B,Available,09/11/2024,16/03/2025,Delivered,715,Valid
2184,2184,Standard Sanitizers,Carewell,208,65.41,13605.28,06/02/2027,Warehouse B,Available,20/09/2024,08/12/2024,Delivered,710,Valid
2185,2185,Mr Medicine,Healthfirst,64,437,27968,23/12/2027,Warehouse B,Available,28/02/2022,03/02/2025,Delivered,1030,Valid
2186,2186,Blood Surgical Equipment,Pharmaplus,274,89.66,24566.84,09/04/2025,Clinic Branch,Low Stock,31/05/2023,20/02/2024,Delivered,42,Valid
2187,2187,Early Medicine,Healthfirst,108,295.82,31948.56,26/06/2025,Clinic Branch,Low Stock,04/04/2023,Not Delivered,Pending,120,Valid
2188,2188,Policy Sanitizers,Medsupplies,224,52.79,11824.96,18/09/2027,Warehouse A,Available,16/06/2023,23/03/2025,Delivered,934,Valid
2189,2189,Soldier Sanitizers,Pharmaplus,144,324.53,46732.32,26/09/2024,Warehouse B,Low Stock,04/11/2024,23/01/2025,Delivered,-153,Expired
2190,2190,Start Surgical Equipment,Medicorp,185,342.09,63286.65,18/12/2026,Emergency Storage,Low Stock,21/09/2022,18/12/2022,Delivered,660,Valid
2191,2191,Religious Surgical Equipment,Carewell,65,188.56,12256.4,27/02/2027,Warehouse B,Low Stock,25/05/2023,13/04/2024,Delivered,731,Valid
2192,2192,Prepare Personal Protective Equipment,Medicorp,45,203.96,9178.2,09/11/2026,Warehouse A,Out Of Stock,05/05/2022,09/05/2023,Delivered,621,Valid
2193,2193,Work Personal Protective Equipment,Unknown,31,300.02,9300.62,26/06/2025,Clinic Branch,Available,19/02/2025,26/02/2025,Delivered,120,Valid
2194,2194,Hold Medicine,Pharmaplus,225,364.36,81981,21/09/2026,Main Hospital,Low Stock,09/12/2023,23/06/2024,Delivered,572,Valid
2195,2195,After Diagnostic Tools,Pharmaplus,227,80.25,18216.75,12/10/2026,Emergency Storage,Out Of Stock,26/11/2024,14/03/2025,Delivered,593,Valid
2196,2196,Yourself Surgical Equipment,Healthfirst,146,125.94,18387.24,16/06/2027,Warehouse A,Available,11/05/2022,17/11/2022,Delivered,840,Valid
2197,2197,May Personal Protective Equipment,Medsupplies,257,169.31,43512.67,06/01/2026,Emergency Storage,Out Of Stock,25/06/2022,Not Delivered,Pending,314,Valid
2198,2198,Rise Medicine,Healthfirst,223,367.49,81950.27,27/01/2026,Clinic Branch,Low Stock,31/08/2023,Not Delivered,Pending,335,Valid
2199,2199,Individual Personal Protective Equipment,Healthfirst,235,256.88,60366.8,23/04/2027,Warehouse A,Low Stock,06/04/2024,Not Delivered,Pending,786,Valid
2200,2200,Adult Diagnostic Tools,Pharmaplus,117,81.85,9576.45,03/09/2026,Warehouse A,Low Stock,17/05/2024,20/08/2024,Delivered,554,Valid
2201,2201,Majority Surgical Equipment,Carewell,285,285.21,81284.85,28/12/2027,Clinic Branch,Out Of Stock,06/09/2022,10/01/2024,Delivered,1035,Valid
2202,2202,Popular Sanitizers,Carewell,15,251.03,3765.45,04/05/2027,Warehouse B,Out Of Stock,27/02/2023,03/11/2023,Delivered,797,Valid
2203,2203,Serve Diagnostic Tools,Medicorp,97,199.25,19327.25,06/05/2027,Warehouse A,Out Of Stock,23/05/2024,08/02/2025,Delivered,799,Valid
2204,2204,Open Sanitizers,Pharmaplus,288,226.34,65185.92,30/10/2025,Main Hospital,Out Of Stock,22/09/2022,16/02/2025,Delivered,246,Valid
2205,2205,Challenge Personal Protective Equipment,Medicorp,131,202.33,26505.23,27/12/2025,Warehouse A,Available,03/11/2022,16/10/2023,Delivered,304,Valid
2206,2206,Good Surgical Equipment,Medsupplies,177,321.51,56907.27,07/06/2025,Warehouse B,Available,06/06/2024,Not Delivered,Pending,101,Valid
2207,2207,Such Medicine,Unknown,51,350.59,17880.09,09/04/2027,Emergency Storage,Low Stock,01/01/2025,03/01/2025,Delivered,772,Valid
2208,2208,Why Diagnostic Tools,Medsupplies,85,301.42,25620.7,17/04/2025,Warehouse A,Low Stock,26/05/2024,09/06/2024,Delivered,50,Valid
2209,2209,Address Sanitizers,Carewell,0,236.22,0,25/12/2024,Clinic Branch,Low Stock,26/10/2024,18/02/2025,Delivered,-63,Expired
2210,2210,Station Sanitizers,Pharmaplus,246,493.81,121477.26,09/06/2027,Warehouse B,Available,07/10/2023,05/09/2024,Delivered,833,Valid
2211,2211,Wonder Personal Protective Equipment,Pharmaplus,199,331.47,65962.53,13/01/2028,Emergency Storage,Out Of Stock,11/07/2022,31/12/2023,Delivered,1051,Valid
2212,2212,Risk Surgical Equipment,Medsupplies,210,249.32,52357.2,19/07/2024,Main Hospital,Low Stock,17/08/2023,14/06/2024,Delivered,-222,Expired
2213,2213,Popular Surgical Equipment,Medsupplies,187,57.02,10662.74,06/02/2028,Emergency Storage,Low Stock,21/06/2022,14/02/2024,Delivered,1075,Valid
2214,2214,Car Diagnostic Tools,Healthfirst,47,312.09,14668.23,24/09/2026,Emergency Storage,Low Stock,08/11/2024,16/11/2024,Delivered,575,Valid
2215,2215,Baby Sanitizers,Healthfirst,41,54.89,2250.49,10/05/2025,Emergency Storage,Out Of Stock,04/04/2024,10/09/2024,Delivered,73,Valid
2216,2216,Spend Personal Protective Equipment,Medsupplies,13,190.59,2477.67,14/10/2026,Main Hospital,Out Of Stock,09/02/2023,30/08/2024,Delivered,595,Valid
2217,2217,Bit Medicine,Pharmaplus,72,196.5,14148,10/10/2026,Clinic Branch,Out Of Stock,17/09/2024,07/03/2025,Delivered,591,Valid
2218,2218,Together Personal Protective Equipment,Medicorp,86,49.48,4255.28,12/06/2026,Main Hospital,Available,20/05/2024,17/08/2024,Delivered,471,Valid
2219,2219,Thus Personal Protective Equipment,Carewell,248,201.71,50024.08,20/01/2026,Emergency Storage,Low Stock,16/12/2022,22/12/2022,Delivered,328,Valid
2220,2220,Employee Medicine,Medicorp,52,175.38,9119.76,02/04/2026,Warehouse A,Out Of Stock,18/03/2024,03/10/2024,Delivered,400,Valid
2221,2221,Hospital Medicine,Medicorp,182,443.45,80707.9,10/10/2024,Warehouse A,Out Of Stock,07/02/2024,26/07/2024,Delivered,-139,Expired
2222,2222,Say Diagnostic Tools,Carewell,91,68.03,6190.73,12/11/2024,Clinic Branch,Out Of Stock,13/02/2024,15/07/2024,Delivered,-106,Expired
2223,2223,Today Sanitizers,Unknown,28,179.27,5019.56,08/12/2025,Clinic Branch,Low Stock,28/10/2023,Not Delivered,Pending,285,Valid
2224,2224,Benefit Medicine,Medsupplies,18,341.37,6144.66,29/12/2024,Clinic Branch,Low Stock,17/11/2022,06/11/2024,Delivered,-59,Expired
2225,2225,Yeah Medicine,Pharmaplus,23,89.82,2065.86,07/05/2026,Clinic Branch,Low Stock,09/02/2024,10/06/2024,Delivered,435,Valid
2226,2226,Many Personal Protective Equipment,Medicorp,216,411.94,88979.04,01/04/2025,Main Hospital,Low Stock,20/08/2022,10/05/2023,Delivered,34,Valid
2227,2227,Cut Personal Protective Equipment,Carewell,74,134.79,9974.46,22/11/2025,Warehouse A,Available,09/04/2022,20/07/2022,Delivered,269,Valid
2228,2228,Training Surgical Equipment,Pharmaplus,104,51.64,5370.56,13/03/2025,Warehouse A,Low Stock,22/04/2023,21/01/2024,Delivered,15,Valid
2229,2229,Article Medicine,Carewell,288,71.93,20715.84,31/07/2024,Main Hospital,Available,07/07/2024,30/11/2024,Delivered,-210,Expired
2230,2230,Really Surgical Equipment,Carewell,250,282.9,70725,08/12/2025,Emergency Storage,Low Stock,17/10/2022,19/01/2023,Delivered,285,Valid
2231,2231,Oil Surgical Equipment,Unknown,244,135.16,32979.04,02/12/2026,Warehouse A,Out Of Stock,13/02/2024,20/07/2024,Delivered,644,Valid
2232,2232,Sport Surgical Equipment,Carewell,74,291.44,21566.56,16/03/2027,Emergency Storage,Out Of Stock,15/07/2023,25/11/2024,Delivered,748,Valid
2233,2233,Put Surgical Equipment,Carewell,284,261.36,74226.24,21/09/2027,Warehouse A,Available,17/08/2024,04/02/2025,Delivered,937,Valid
2234,2234,Item Surgical Equipment,Medicorp,17,250.93,4265.81,25/08/2027,Warehouse B,Available,03/11/2023,19/01/2025,Delivered,910,Valid
2235,2235,Night Diagnostic Tools,Pharmaplus,42,498.88,20952.96,19/07/2026,Clinic Branch,Available,22/08/2023,07/03/2024,Delivered,508,Valid
2236,2236,Its Diagnostic Tools,Pharmaplus,60,488.78,29326.8,29/01/2026,Warehouse A,Available,04/07/2022,28/08/2023,Delivered,337,Valid
2237,2237,Sign Surgical Equipment,Medicorp,22,468.17,10299.74,03/08/2027,Emergency Storage,Available,08/05/2022,08/05/2023,Delivered,888,Valid
2238,2238,Around Sanitizers,Carewell,196,236.58,46369.68,12/09/2025,Emergency Storage,Out Of Stock,04/06/2024,12/11/2024,Delivered,198,Valid
2239,2239,Rest Diagnostic Tools,Healthfirst,259,478.86,124024.74,27/02/2024,Clinic Branch,Available,03/08/2022,30/08/2023,Delivered,-365,Expired
2240,2240,Strategy Diagnostic Tools,Medicorp,65,58.78,3820.7,10/03/2026,Clinic Branch,Out Of Stock,14/04/2022,16/12/2023,Delivered,377,Valid
2241,2241,Full Diagnostic Tools,Carewell,145,285.14,41345.3,23/06/2026,Warehouse A,Out Of Stock,11/02/2023,29/09/2024,Delivered,482,Valid
2242,2242,Us Diagnostic Tools,Healthfirst,196,26.55,5203.8,15/04/2025,Warehouse A,Low Stock,05/02/2025,Not Delivered,Pending,48,Valid
2243,2243,Continue Personal Protective Equipment,Pharmaplus,50,189.41,9470.5,13/10/2026,Clinic Branch,Available,09/08/2024,Not Delivered,Pending,594,Valid
2244,2244,Remain Surgical Equipment,Healthfirst,267,126.28,33716.76,01/02/2025,Main Hospital,Out Of Stock,09/02/2025,23/03/2025,Delivered,-25,Expired
2245,2245,Trouble Personal Protective Equipment,Carewell,0,108.36,0,29/05/2025,Warehouse B,Low Stock,17/05/2024,14/11/2024,Delivered,92,Valid
2246,2246,Production Surgical Equipment,Healthfirst,224,307.21,68815.04,20/06/2024,Main Hospital,Out Of Stock,04/08/2023,Not Delivered,Pending,-251,Expired
2247,2247,Tax Medicine,Pharmaplus,67,330.29,22129.43,14/02/2028,Emergency Storage,Available,10/03/2024,02/04/2024,Delivered,1083,Valid
2248,2248,Rule Personal Protective Equipment,Carewell,202,308.57,62331.14,30/04/2027,Warehouse A,Available,08/10/2024,10/03/2025,Delivered,793,Valid
2249,2249,Enjoy Medicine,Carewell,59,434.39,25629.01,05/11/2024,Clinic Branch,Out Of Stock,01/03/2024,18/04/2024,Delivered,-113,Expired
2250,2250,Fight Diagnostic Tools,Pharmaplus,68,53.51,3638.68,01/03/2024,Main Hospital,Out Of Stock,07/06/2022,27/11/2023,Delivered,-362,Expired
2251,2251,Light Surgical Equipment,Medsupplies,186,239.82,44606.52,28/03/2027,Warehouse A,Out Of Stock,13/03/2022,22/02/2023,Delivered,760,Valid
2252,2252,Admit Sanitizers,Carewell,0,267.16,0,25/06/2027,Warehouse B,Low Stock,25/02/2022,06/12/2023,Delivered,849,Valid
2253,2253,Door Personal Protective Equipment,Medicorp,228,43.02,9808.56,05/12/2027,Warehouse B,Out Of Stock,22/06/2023,27/08/2023,Delivered,1012,Valid
2254,2254,Foreign Surgical Equipment,Healthfirst,187,31.19,5832.53,17/01/2026,Warehouse B,Out Of Stock,11/03/2024,12/02/2025,Delivered,325,Valid
2255,2255,Despite Medicine,Carewell,279,347.29,96893.91,25/04/2025,Emergency Storage,Available,31/08/2023,17/10/2024,Delivered,58,Valid
2256,2256,Wear Medicine,Medicorp,232,8.96,2078.72,29/03/2024,Emergency Storage,Available,02/09/2024,29/12/2024,Delivered,-334,Expired
2257,2257,Bad Personal Protective Equipment,Unknown,108,494.96,53455.68,08/08/2024,Emergency Storage,Out Of Stock,27/11/2023,23/09/2024,Delivered,-202,Expired
2258,2258,Available Personal Protective Equipment,Pharmaplus,273,173.96,47491.08,15/08/2026,Emergency Storage,Out Of Stock,10/03/2022,09/04/2024,Delivered,535,Valid
2259,2259,Note Sanitizers,Carewell,261,291.22,76008.42,10/01/2025,Warehouse B,Low Stock,22/02/2025,Not Delivered,Pending,-47,Expired
2260,2260,Almost Surgical Equipment,Medsupplies,25,20.51,512.75,03/01/2025,Main Hospital,Out Of Stock,01/11/2022,Not Delivered,Pending,-54,Expired
2261,2261,Skill Sanitizers,Healthfirst,112,436.97,48940.64,09/11/2026,Warehouse A,Available,04/01/2023,17/02/2024,Delivered,621,Valid
2262,2262,Detail Surgical Equipment,Medsupplies,72,119.45,8600.4,23/04/2025,Clinic Branch,Available,20/05/2024,Not Delivered,Pending,56,Valid
2263,2263,Parent Personal Protective Equipment,Pharmaplus,257,292.27,75113.39,31/01/2025,Warehouse B,Low Stock,26/02/2023,Not Delivered,Pending,-26,Expired
2264,2264,Week Sanitizers,Carewell,149,216.76,32297.24,02/02/2027,Emergency Storage,Available,06/08/2023,26/12/2024,Delivered,706,Valid
2265,2265,Mrs Medicine,Medicorp,191,6.69,1277.79,16/07/2024,Main Hospital,Out Of Stock,02/05/2023,12/02/2024,Delivered,-225,Expired
2266,2266,Responsibility Medicine,Medicorp,21,71,1491,06/06/2025,Main Hospital,Out Of Stock,09/04/2022,10/07/2024,Delivered,100,Valid
2267,2267,Until Personal Protective Equipment,Medsupplies,221,201.09,44440.89,14/06/2024,Clinic Branch,Available,24/11/2023,23/10/2024,Delivered,-257,Expired
2268,2268,American Sanitizers,Medicorp,268,242.81,65073.08,12/04/2024,Clinic Branch,Low Stock,05/02/2025,02/03/2025,Delivered,-320,Expired
2269,2269,Sign Surgical Equipment,Pharmaplus,21,85.86,1803.06,29/07/2025,Warehouse B,Out Of Stock,10/06/2024,24/09/2024,Delivered,153,Valid
2270,2270,Perhaps Medicine,Pharmaplus,232,107.95,25044.4,26/04/2026,Main Hospital,Low Stock,15/12/2024,13/03/2025,Delivered,424,Valid
2271,2271,Might Personal Protective Equipment,Healthfirst,117,480.9,56265.3,03/12/2026,Main Hospital,Out Of Stock,04/08/2022,27/09/2022,Delivered,645,Valid
2272,2272,Ability Surgical Equipment,Carewell,269,388.83,104595.27,08/09/2027,Warehouse A,Low Stock,25/03/2023,11/02/2025,Delivered,924,Valid
2273,2273,How Sanitizers,Pharmaplus,4,262.73,1050.92,17/04/2026,Warehouse A,Available,02/12/2022,20/03/2024,Delivered,415,Valid
2274,2274,Quite Medicine,Medicorp,95,75.17,7141.15,06/04/2026,Clinic Branch,Out Of Stock,05/06/2024,Not Delivered,Pending,404,Valid
2275,2275,End Medicine,Carewell,292,250.82,73239.44,05/08/2027,Warehouse B,Low Stock,26/12/2022,19/03/2023,Delivered,890,Valid
2276,2276,Less Personal Protective Equipment,Medicorp,157,189.35,29727.95,29/05/2026,Main Hospital,Out Of Stock,08/11/2023,Not Delivered,Pending,457,Valid
2277,2277,Lead Medicine,Medicorp,78,477.51,37245.78,16/06/2024,Warehouse A,Out Of Stock,04/02/2023,20/07/2023,Delivered,-255,Expired
2278,2278,Western Surgical Equipment,Medicorp,0,20.89,0,12/02/2025,Emergency Storage,Low Stock,24/11/2022,03/12/2023,Delivered,-14,Expired
2279,2279,Open Surgical Equipment,Carewell,126,168.42,21220.92,29/06/2026,Main Hospital,Out Of Stock,31/07/2024,16/01/2025,Delivered,488,Valid
2280,2280,Early Diagnostic Tools,Medicorp,90,9.41,846.9,05/03/2024,Main Hospital,Out Of Stock,16/01/2023,27/07/2023,Delivered,-358,Expired
2281,2281,Their Sanitizers,Carewell,298,234.65,69925.7,18/09/2025,Clinic Branch,Low Stock,27/05/2022,29/07/2024,Delivered,204,Valid
2282,2282,Race Medicine,Healthfirst,35,76.16,2665.6,05/11/2026,Warehouse B,Out Of Stock,10/07/2023,Not Delivered,Pending,617,Valid
2283,2283,It Sanitizers,Carewell,2,68.32,136.64,10/02/2026,Main Hospital,Available,07/11/2024,11/12/2024,Delivered,349,Valid
2284,2284,About Surgical Equipment,Medicorp,21,108.03,2268.63,20/01/2026,Warehouse B,Out Of Stock,09/04/2023,11/11/2024,Delivered,328,Valid
2285,2285,Beautiful Sanitizers,Pharmaplus,70,357.18,25002.6,08/08/2026,Emergency Storage,Out Of Stock,30/12/2023,06/01/2025,Delivered,528,Valid
2286,2286,Establish Diagnostic Tools,Carewell,160,348.62,55779.2,12/05/2024,Clinic Branch,Low Stock,26/05/2022,24/10/2023,Delivered,-290,Expired
2287,2287,Help Personal Protective Equipment,Medicorp,5,159.38,796.9,07/08/2024,Emergency Storage,Available,19/04/2023,28/10/2023,Delivered,-203,Expired
2288,2288,Hand Sanitizers,Pharmaplus,74,383.94,28411.56,11/06/2027,Warehouse B,Available,04/11/2024,14/11/2024,Delivered,835,Valid
2289,2289,Hour Diagnostic Tools,Pharmaplus,115,352.76,40567.4,25/12/2026,Emergency Storage,Available,09/11/2023,12/04/2024,Delivered,667,Valid
2290,2290,Spring Diagnostic Tools,Medsupplies,0,178.89,0,23/06/2025,Emergency Storage,Out Of Stock,22/10/2023,26/03/2024,Delivered,117,Valid
2291,2291,Rate Personal Protective Equipment,Pharmaplus,211,249.79,52705.69,19/06/2027,Emergency Storage,Out Of Stock,21/09/2023,08/10/2023,Delivered,843,Valid
2292,2292,Specific Surgical Equipment,Medsupplies,74,18.9,1398.6,21/06/2024,Warehouse A,Out Of Stock,17/06/2023,24/12/2023,Delivered,-250,Expired
2293,2293,Argue Medicine,Medsupplies,152,438.78,66694.56,02/09/2024,Emergency Storage,Low Stock,17/08/2023,09/02/2024,Delivered,-177,Expired
2294,2294,Chair Surgical Equipment,Healthfirst,104,106.04,11028.16,24/01/2026,Main Hospital,Out Of Stock,13/09/2024,24/12/2024,Delivered,332,Valid
2295,2295,Few Sanitizers,Medicorp,94,436.1,40993.4,17/10/2025,Warehouse B,Available,24/06/2024,30/09/2024,Delivered,233,Valid
2296,2296,Effect Diagnostic Tools,Healthfirst,270,300.9,81243,03/04/2024,Warehouse A,Out Of Stock,29/08/2024,24/01/2025,Delivered,-329,Expired
2297,2297,Apply Sanitizers,Pharmaplus,258,452.74,116806.92,04/02/2026,Warehouse B,Out Of Stock,15/02/2023,27/03/2024,Delivered,343,Valid
2298,2298,Reduce Surgical Equipment,Carewell,130,91.46,11889.8,19/04/2025,Main Hospital,Available,02/09/2022,01/07/2024,Delivered,52,Valid
2299,2299,Very Diagnostic Tools,Healthfirst,175,46.51,8139.25,15/02/2026,Clinic Branch,Available,21/11/2022,18/11/2024,Delivered,354,Valid
2300,2300,Series Surgical Equipment,Pharmaplus,11,316.21,3478.31,28/08/2025,Warehouse A,Available,29/12/2022,16/09/2024,Delivered,183,Valid
2301,2301,Tonight Medicine,Healthfirst,30,76.43,2292.9,18/09/2024,Main Hospital,Out Of Stock,07/10/2022,Not Delivered,Pending,-161,Expired
2302,2302,Information Surgical Equipment,Carewell,94,70.97,6671.18,16/06/2027,Emergency Storage,Out Of Stock,17/10/2024,21/03/2025,Delivered,840,Valid
2303,2303,Of Medicine,Medsupplies,86,31.64,2721.04,05/03/2024,Emergency Storage,Out Of Stock,03/08/2024,06/12/2024,Delivered,-358,Expired
2304,2304,Product Surgical Equipment,Medicorp,283,272.01,76978.83,12/06/2024,Emergency Storage,Out Of Stock,21/11/2024,02/03/2025,Delivered,-259,Expired
2305,2305,Open Sanitizers,Pharmaplus,232,367.69,85304.08,20/03/2027,Emergency Storage,Available,05/11/2023,01/01/2024,Delivered,752,Valid
2306,2306,Attorney Sanitizers,Medicorp,234,292.87,68531.58,29/12/2026,Main Hospital,Out Of Stock,14/07/2022,Not Delivered,Pending,671,Valid
2307,2307,Mouth Personal Protective Equipment,Medicorp,231,67.67,15631.77,22/08/2026,Clinic Branch,Available,08/10/2024,17/11/2024,Delivered,542,Valid
2308,2308,Crime Surgical Equipment,Healthfirst,31,241.18,7476.58,02/09/2024,Warehouse B,Available,12/11/2024,24/01/2025,Delivered,-177,Expired
2309,2309,Institution Diagnostic Tools,Medsupplies,209,88.65,18527.85,19/12/2026,Clinic Branch,Available,25/12/2022,26/12/2024,Delivered,661,Valid
2310,2310,Member Surgical Equipment,Medicorp,196,444.84,87188.64,12/02/2026,Main Hospital,Available,03/12/2024,01/03/2025,Delivered,351,Valid
2311,2311,Step Sanitizers,Medicorp,214,369.44,79060.16,05/12/2026,Main Hospital,Out Of Stock,04/06/2024,08/07/2024,Delivered,647,Valid
2312,2312,Through Diagnostic Tools,Pharmaplus,250,284.66,71165,02/01/2025,Warehouse B,Low Stock,16/09/2024,01/12/2024,Delivered,-55,Expired
2313,2313,Respond Surgical Equipment,Healthfirst,158,88.78,14027.24,18/12/2024,Main Hospital,Available,27/12/2024,20/01/2025,Delivered,-70,Expired
2314,2314,Major Sanitizers,Healthfirst,68,220.58,14999.44,09/02/2028,Clinic Branch,Low Stock,12/09/2024,10/02/2025,Delivered,1078,Valid
2315,2315,Important Personal Protective Equipment,Healthfirst,15,497.19,7457.85,11/02/2027,Main Hospital,Low Stock,07/12/2022,25/08/2024,Delivered,715,Valid
2316,2316,Almost Medicine,Medicorp,166,175.83,29187.78,31/05/2026,Clinic Branch,Out Of Stock,02/05/2022,01/01/2025,Delivered,459,Valid
2317,2317,Method Personal Protective Equipment,Healthfirst,144,417.53,60124.32,20/03/2027,Emergency Storage,Low Stock,08/04/2023,22/04/2024,Delivered,752,Valid
2318,2318,Likely Sanitizers,Pharmaplus,200,17.49,3498,03/01/2028,Main Hospital,Out Of Stock,03/07/2024,05/10/2024,Delivered,1041,Valid
2319,2319,Investment Personal Protective Equipment,Medsupplies,189,367.08,69378.12,09/07/2024,Emergency Storage,Low Stock,14/12/2024,Not Delivered,Pending,-232,Expired
2320,2320,Describe Personal Protective Equipment,Medsupplies,51,39.93,2036.43,18/10/2026,Emergency Storage,Available,28/05/2024,05/12/2024,Delivered,599,Valid
2321,2321,Radio Diagnostic Tools,Pharmaplus,13,61.15,794.95,03/08/2024,Clinic Branch,Available,02/05/2022,Not Delivered,Pending,-207,Expired
2322,2322,Four Medicine,Carewell,215,121.43,26107.45,12/01/2028,Warehouse B,Available,06/08/2022,23/08/2022,Delivered,1050,Valid
2323,2323,Thus Diagnostic Tools,Medsupplies,153,464.93,71134.29,04/07/2025,Emergency Storage,Out Of Stock,14/07/2023,17/09/2023,Delivered,128,Valid
2324,2324,Someone Medicine,Medicorp,236,88.61,20911.96,12/01/2027,Warehouse B,Out Of Stock,21/03/2022,Not Delivered,Pending,685,Valid
2325,2325,Religious Sanitizers,Medsupplies,227,347.16,78805.32,06/09/2026,Main Hospital,Low Stock,24/06/2023,03/09/2023,Delivered,557,Valid
2326,2326,Task Surgical Equipment,Pharmaplus,96,200.12,19211.52,20/01/2026,Emergency Storage,Low Stock,25/12/2023,25/01/2024,Delivered,328,Valid
2327,2327,Now Medicine,Medsupplies,62,221.83,13753.46,14/05/2026,Warehouse A,Available,19/12/2022,03/03/2024,Delivered,442,Valid
2328,2328,Name Medicine,Pharmaplus,87,465.09,40462.83,12/04/2024,Warehouse A,Low Stock,14/01/2023,Not Delivered,Pending,-320,Expired
2329,2329,Decade Sanitizers,Medsupplies,155,458.75,71106.25,11/07/2024,Warehouse B,Low Stock,08/06/2022,13/11/2023,Delivered,-230,Expired
2330,2330,Such Diagnostic Tools,Medsupplies,57,496.17,28281.69,27/06/2027,Warehouse B,Available,14/06/2022,21/06/2024,Delivered,851,Valid
2331,2331,By Medicine,Carewell,287,245.18,70366.66,30/11/2027,Clinic Branch,Low Stock,22/04/2023,20/04/2024,Delivered,1007,Valid
2332,2332,Than Diagnostic Tools,Carewell,6,284.74,1708.44,02/06/2026,Warehouse B,Available,14/03/2024,13/02/2025,Delivered,461,Valid
2333,2333,Third Sanitizers,Carewell,2,474.06,948.12,08/04/2027,Emergency Storage,Low Stock,02/04/2023,15/09/2023,Delivered,771,Valid
2334,2334,Benefit Diagnostic Tools,Carewell,85,235.45,20013.25,05/03/2026,Warehouse A,Out Of Stock,14/05/2022,24/05/2022,Delivered,372,Valid
2335,2335,Appear Surgical Equipment,Carewell,234,378.26,88512.84,15/04/2026,Warehouse B,Out Of Stock,26/01/2024,14/02/2025,Delivered,413,Valid
2336,2336,Determine Sanitizers,Carewell,71,308.19,21881.49,01/08/2026,Emergency Storage,Low Stock,06/07/2022,19/03/2024,Delivered,521,Valid
2337,2337,Firm Diagnostic Tools,Medsupplies,76,76.28,5797.28,31/12/2099,Emergency Storage,Low Stock,30/11/2023,28/07/2024,Delivered,27336,Valid
2338,2338,Become Personal Protective Equipment,Carewell,204,80.05,16330.2,15/02/2025,Warehouse B,Out Of Stock,22/01/2023,08/07/2024,Delivered,-11,Expired
2339,2339,Couple Surgical Equipment,Carewell,21,485.12,10187.52,07/06/2025,Warehouse B,Available,20/05/2023,02/11/2024,Delivered,101,Valid
2340,2340,Stop Personal Protective Equipment,Medicorp,143,417.19,59658.17,31/03/2024,Emergency Storage,Out Of Stock,16/04/2024,27/10/2024,Delivered,-332,Expired
2341,2341,Line Personal Protective Equipment,Carewell,266,119.15,31693.9,13/09/2026,Emergency Storage,Out Of Stock,20/07/2023,30/01/2024,Delivered,564,Valid
2342,2342,Institution Diagnostic Tools,Pharmaplus,276,206.11,56886.36,02/02/2027,Main Hospital,Out Of Stock,10/08/2023,12/11/2023,Delivered,706,Valid
2343,2343,Thought Surgical Equipment,Carewell,72,135.17,9732.24,11/02/2025,Clinic Branch,Out Of Stock,26/01/2023,13/11/2023,Delivered,-15,Expired
2344,2344,Resource Personal Protective Equipment,Medsupplies,294,392.78,115477.32,27/04/2027,Clinic Branch,Out Of Stock,26/11/2023,Not Delivered,Pending,790,Valid
2345,2345,Benefit Diagnostic Tools,Pharmaplus,111,321.48,35684.28,18/07/2026,Main Hospital,Out Of Stock,27/08/2022,12/01/2025,Delivered,507,Valid
2346,2346,Meeting Diagnostic Tools,Medsupplies,122,483.01,58927.22,08/05/2024,Warehouse B,Available,11/04/2024,Not Delivered,Pending,-294,Expired
2347,2347,Cup Medicine,Medicorp,70,303.73,21261.1,03/02/2026,Warehouse B,Low Stock,16/06/2023,02/12/2023,Delivered,342,Valid
2348,2348,Detail Medicine,Medsupplies,181,374.64,67809.84,12/08/2027,Emergency Storage,Low Stock,20/10/2023,Not Delivered,Pending,897,Valid
2349,2349,Prove Diagnostic Tools,Carewell,47,359.78,16909.66,23/12/2024,Warehouse A,Out Of Stock,17/09/2024,16/01/2025,Delivered,-65,Expired
2350,2350,Own Diagnostic Tools,Carewell,235,106.67,25067.45,30/10/2027,Emergency Storage,Available,11/05/2022,31/07/2024,Delivered,976,Valid
2351,2351,Anyone Medicine,Pharmaplus,187,120.68,22567.16,28/05/2026,Main Hospital,Low Stock,19/07/2022,06/09/2023,Delivered,456,Valid
2352,2352,Career Surgical Equipment,Medicorp,130,370.59,48176.7,01/02/2025,Emergency Storage,Out Of Stock,06/05/2022,Not Delivered,Pending,-25,Expired
